source_row_index,group_name,group_id,product_name,module_name,option_name,option_id,skus,qty,option_price
4,Group 1,6489181.1.1,PowerEdge R760 - Full Configuration - [EMEA_R760],,,,,0,0.0
51,Group 1,6489181.1.1,"480GB SSD SATA Mixed Use 6Gbps 512e 2.5in Hot-Plug, CUS Kit - [GFQL8C5]",,,,,0,0.0
53,Group 1,6489181.1.1,"Single, Hot-Plug MHS Power Supply, 800W,Customer Kit - [GWSP6EN]",,,,,0,0.0
55,Group 1,6489181.1.1,Intel E810-XXV 25GbE SFP28 Dual Port PCIe Low Profile Customer Kit - [G3VGUFK],,,,,0,0.0
57,,,,,,,,0,0.0
58,,,,,,,,0,0.0
59,,,,,,,,0,0.0
