source_row_index,group_name,group_id,product_name,module_name,option_name,option_id,skus,qty,option_price
8,Group 1,6487608.1.1,PowerEdge R7625 - Full Configuration - [EMEA_R7625],,,,,0,0.0
59,,,,,,,,0,0.0
60,,,,,,,,0,0.0
61,,,,,,,,0,0.0
