source_row_index,group_name,group_id,product_name,module_name,option_name,option_id,skus,qty,option_price
8,Group 1,6476658.1.1,PowerEdge R6715 - Full Configuration - [EMEA_R6715],,,,,0,0.0
47,,,,,,,,0,0.0
48,,,,,,,,0,0.0
49,,,,,,,,0,0.0
